descrip_vc;fec_lim;fec_pago;moneda;nemo;num_acc_ant;num_acc_der;num_acc_nue;pre_ant_vc;pre_ex_vc;val_acc
DIVIDENDO US$ 0,189911;2018-12-03;2018-12-07;US$;SHV;0;100000;0;0;0;0.19
DIVIDENDO US$ 0,0807;2018-12-03;2018-12-07;US$;EMAG;0;100000;0;0;0;0.081
DIVIDENDO  US$ 1,32;2018-11-15;2018-12-07;US$;AMGN;0;100000;0;0;0;1.32
DIVIDENDO US$ 1,71;2018-11-08;2018-12-07;US$;BA;0;100000;0;0;0;1.71
DIVIDENDO US$ 0,376387;2018-12-03;2018-12-07;US$;HYG;0;100000;0;0;0;0.376
DIVIDENDO US$ 0,82;2018-11-15;2018-12-07;US$;HON;0;100000;0;0;0;0.82
DIVIDENDO US$ 0,352597;2018-12-03;2018-12-07;US$;LQD;0;100000;0;0;0;0.353
DIVIDENDO US$ 0,220907;2018-12-03;2018-12-07;US$;SHYG;0;1000000;0;0;0;0.221
DIVIDENDO US$ 0,119804;2018-12-03;2018-12-07;US$;SLQD;0;1000000;0;0;0;0.12
DIVIDENDO US$ 0,259707;2018-12-03;2018-12-07;US$;TLH;0;1000000;0;0;0;0.26
DIVIDENDO US$ 0,266837;2018-12-03;2018-12-07;US$;TLT;0;1000000;0;0;0;0.267
DIVIDENDO US$ 0,251388;2018-12-03;2018-12-07;US$;AGG;0;1000000;0;0;0;0.251
DIVIDENDO US$ 0,454478;2018-12-03;2018-12-07;US$;EMB;0;1000000;0;0;0;0.454
DIVIDENDO US$ 0,212309;2018-12-03;2018-12-07;US$;IEF;0;1000000;0;0;0;0.212
DIVIDENDO US$ 0,211642;2018-12-03;2018-12-07;US$;IEI;0;1000000;0;0;0;0.212
DIVIDENDO US$ 0,115651;2018-12-03;2018-12-07;US$;FLOT;0;1000000;0;0;0;0.116
DIVIDENDO PROV 0 $ 17,388769;2018-12-01;2018-12-07;$;CFIIMTPES;0;2000000;0;0;0;17.389
DIVIDENDO PROV EURO 20,406051;2018-12-01;2018-12-07;EURO;CFIIMTAP-E;0;3000000;0;0;0;20.406
DIVIDENDO DEF 3 $ 0,25;2018-12-01;2018-12-07;$;CIC;0;1181420348;0;0;0;0.25
REPARTO CAPITAL $ 838,4593;2018-11-30;;;CFIWEG-1;0;0;0;0;0;0
DIVIDENDO PROV $ 4600,8849;2018-11-30;2018-12-06;$;CFIWEG-1;0;1000000;0;0;0;4600.885
DIVIDENDO PROV EURO 1,7685154727;2018-11-30;2018-12-06;EURO;CFICGPE3-E;0;5000000;0;0;0;1.769
DIVIDENDO PROV $ 0,5499994603086840;2018-11-30;2018-12-06;$;CFIBTGCYFA;0;359440000;0;0;0;0.55
DIVIDENDO PROV $ 0,5659624647559640;2018-11-30;2018-12-06;$;CFIBTGCYFI;0;500000000;0;0;0;0.566
REPARTO EQUIV EN PESOS A 38588 CUOTAS;2018-11-28;;;CFIBIINM3;0;0;0;0;0;0
DIVIDENDO US$ 0,91;2018-11-16;2018-12-05;US$;UPS;0;100000;0;0;0;0.91
DIVIDENDO DEF US$ 3,2002599596;2018-11-29;2018-12-05;US$;CFICGPE5-E;0;3000000;0;0;0;3.2
DIVIDENDO PROV 113 $ 90;2018-11-29;2018-12-05;$;ESPANOLA;0;30775276;0;0;0;90
DIVIDENDO PROV US$ 0,0108006791;2018-11-29;2018-12-05;US$;CFICGPEP-E;0;72927389;0;0;0;0.011
REPARTO CAPITAL $ 33,2607014;2018-11-28;;;CFINSANTIA;22201603;0;22201603;2270.42;2270.42;0
DIVIDENDO US$ 0,25;2018-11-15;2018-12-04;US$;V;0;400000;0;0;0;0.25
DIVIDENDO PROV 27 $ 170000;2018-11-27;2018-12-03;$;ESTACIONAM;0;1300;0;0;0;170000
DIVIDENDO US$ 0,34;2018-11-08;2018-12-03;US$;PFE;0;100000;0;0;0;0.34
DIVIDENDO DEF $ 264,8277031;2018-11-27;2018-12-03;$;CFIBCHHABT;0;1000000;0;0;0;264.828
DIVIDENDO US$ 0,43;2018-11-08;2018-12-01;US$;WFC;0;100000;0;0;0;0.43
DIVIDENDO PROV US$ 0,3;2018-11-06;2018-12-01;US$;INTC;0;100000;0;0;0;0.3
DIVIDENDO US$ 0,36;2018-11-14;2018-11-30;US$;SBUX;0;200000;0;0;0;0.36
REPARTO CAPITAL US$ 0,028908598664091;2018-11-23;;;CFIPDCV-E;0;0;0;0;0;0
EMIS PAGO 0,0765075151 X 1 $ 41500;2018-10-25;2018-11-29;;BCI;126235050;0;135892980;43389;43254.75;41500
DIVIDENDO PROV US$ 0,0508507172;2018-11-23;2018-11-29;US$;CFICPE10-E;0;1000000;0;0;0;0.051
DIVIDENDO PROV $ 123;2018-11-23;2018-11-29;$;CFILVPARI1;0;5001040;0;0;0;123
DIVIDENDO PROV $ 835,979737;2018-11-23;2018-11-29;$;CFITINFR1A;0;10000000;0;0;0;835.98
DIVIDENDO PROV $ 712,446021;2018-11-23;2018-11-29;$;CFITINFR1B;0;10000000;0;0;0;712.446
DIVIDENDO PROV $ 927,584235;2018-11-23;2018-11-29;$;CFITINFR1I;0;10000000;0;0;0;927.584
DIVIDENDO PROV $ 0,5666;2018-11-23;2018-11-29;$;CFITATOT-E;0;10000000;0;0;0;0.567
DIVIDENDO $ 2357,12014;2018-11-28;2018-11-29;$;CFMEASCCHI;0;10000000;0;0;0;2357.12
DIVIDENDO $ 2,59940331;2018-11-28;2018-11-29;$;CFMITNIPSA;0;35040000;0;0;0;2.599
DIVIDENDO PROV 106 US$ 0,109098374;2018-11-23;2018-11-29;$;ENAEX;0;123000000;0;0;0;72.819
DIVIDENDO PROV 5 $ 10;2018-11-23;2018-11-29;$;CGE;0;2025507814;0;0;0;10
DIVIDENDO PROV 4 $ 5;2018-11-23;2018-11-29;$;CGEGAS;0;2107117450;0;0;0;5
DIVIDENDO ADIC 114 US$ 0,0153760;2018-11-23;2018-11-29;$;AESANDES;0;8400318891;0;0;0;10.392
DIVIDENDO PROV 117 $ 13;2018-11-22;2018-11-28;$;CEMENTOS;0;264221000;0;0;0;13
DIVIDENDO PROV US$ 0,0443755451;2018-11-22;2018-11-28;US$;CFICGPE7-E;0;300000000;0;0;0;0.044
DIVIDENDO PROV US$ 2,87496978;2018-11-22;2018-11-28;US$;CFIMOPE1-E;0;700000000;0;0;0;2.875
DIVIDENDO US$ 0,06;2018-11-03;2018-11-26;US$;HWM;0;33333;0;0;0;0.06
REPARTO CAPITAL US$ 0,0490585384;2018-11-17;;;CFIPD7I-E;0;0;0;0;0;0
REPARTO CAPITAL US$ 0,047904922;2018-11-17;;;CFIPD7BP-E;0;0;0;0;0;0
DIVIDENDO US$ 0,57;2018-11-08;2018-11-23;US$;COST;0;100000;0;0;0;0.57
DIVIDENDO $ 97,96978;2018-11-22;2018-11-23;$;CFMEASCCHI;0;10000000;0;0;0;97.97
DIVIDENDO PROV $ 34,0981519315832;2018-11-17;2018-11-23;$;CFIVOBDP-E;0;10000000;0;0;0;34.098
DIVIDENDO PROV 39 $ 14;2018-11-17;2018-11-23;$;FORUS;0;258469000;0;0;0;14
DIVIDENDO PROV US$ 0,014;2018-11-17;2018-11-23;$;HF;0;525546131;0;0;0;9.414
REPARTO CAPITAL US$ 0,0638822581560950;2018-11-16;;;CFIVPE2A-E;0;0;0;0;0;0
REPARTO CAPITAL US$ 0,0651862082981858;2018-11-16;;;CFIVPE2B-E;0;0;0;0;0;0
REPARTO CAPITAL US$ 0,0653020592204094;2018-11-16;;;CFIVPE2C-E;0;0;0;0;0;0
DIVIDENDO PROV $ 91,5702932579009;2018-11-16;2018-11-22;$;CFIDHS2-A;0;468499;0;0;0;91.57
DIVIDENDO PROV $ 105,338334449414;2018-11-16;2018-11-22;$;CFIDHS1;0;2248647;0;0;0;105.338
DIVIDENDO PROV $ 0,0637963551717982;2018-11-16;2018-11-22;$;CFIADAGB-E;0;10000000;0;0;0;0.064
DIVIDENDO PROV $ 6,872519812565230;2018-11-16;2018-11-22;$;CFIADAG-A;0;10000000;0;0;0;6.873
DIVIDENDO PROV $ 132,143856829358;2018-11-16;2018-11-22;$;CFIALHDA-E;0;10000000;0;0;0;132.144
DIVIDENDO PROV $ 132,770222585283;2018-11-16;2018-11-22;$;CFIALHDB-E;0;10000000;0;0;0;132.77
DIVIDENDO PROV US$ 0,15118012560934;2018-11-16;2018-11-22;US$;CFIVPE2B-E;0;10000000;0;0;0;0.151
DIVIDENDO PROV US$ 0,15144764898613;2018-11-16;2018-11-22;US$;CFIVPE2C-E;0;10000000;0;0;0;0.151
DIVIDENDO PROV US$ 0,148171033748211;2018-11-16;2018-11-22;US$;CFIVPE2A-E;0;10000000;0;0;0;0.148
DIVIDENDO US$ 0,13;2018-10-30;2018-11-21;US$;BTU;0;6667;0;0;0;0.13
DIVIDENDO US$ 0,45;2018-11-03;2018-11-21;US$;C;0;100000;0;0;0;0.45
DIVIDENDO PROV $ 400;2018-11-15;2018-11-21;$;CFIRESURA1;0;2000000;0;0;0;400
DIVIDENDO PROV $ 0,4953;2018-11-15;2018-11-21;$;CFITODPA-E;0;10000000;0;0;0;0.495
DIVIDENDO PROV $ 0,5331;2018-11-15;2018-11-21;$;CFITODPI-E;0;10000000;0;0;0;0.533
DIVIDENDO US$ 0,86;2018-10-19;2018-11-20;US$;CAT;0;100000;0;0;0;0.86
DIVIDENDO US$ 0,77;2018-10-30;2018-11-19;US$;TXN;0;100000;0;0;0;0.77
EMIS PAGO INF 0,03464 X 1 $ 5250;2018-10-12;2018-11-17;;FALABELLA;2434465103;0;0;0;0;5250
DIVIDENDO PROV US$ 2,54186489;2018-11-10;2018-11-16;US$;CFIMOPE5-E;0;10000000;0;0;0;2.542
DIVIDENDO PROV US$ 0,7172;2018-10-18;2018-11-15;US$;PG;0;100000;0;0;0;0.717
DIVIDENDO US$ 0,3;2018-10-30;2018-11-15;US$;MS;0;100000;0;0;0;0.3
DIVIDENDO PROV US$ 0,28;2018-10-12;2018-11-15;US$;ABT;0;100000;0;0;0;0.28
DIVIDENDO US$ 0,73;2018-11-08;2018-11-15;US$;AAPL;0;700000;0;0;0;0.73
DIVIDENDO PROV US$ 0,02150869112902560;2018-11-09;2018-11-15;US$;CFIHPHII-E;0;1000000;0;0;0;0.022
DIVIDENDO PROV US$ 0,0215483022894010;2018-11-09;2018-11-15;US$;CFIHPHIA-E;0;1000000;0;0;0;0.022
REPARTO CAPITAL $ 304,4723;2018-11-08;;;CFICPIIB-E;0;0;0;0;0;0
REPARTO CAPITAL $ 299,7741;2018-11-08;;;CFICPIIR-E;0;0;0;0;0;0
DIVIDENDO PROV 7 $ 125;2018-11-08;2018-11-14;$;CLUBCAMPO;0;400000;0;0;0;125
DIVIDENDO EVEN 8 $ 2012,75;2018-11-08;2018-11-14;$;CLUBCAMPO;0;400000;0;0;0;2012.75
DIVIDENDO PROV $ 10,06731675376060;2018-11-08;2018-11-14;$;CFILVMXA-E;0;10000000;0;0;0;10.067
DIVIDENDO PROV $ 10,071389296538;2018-11-08;2018-11-14;$;CFILVMXB-E;0;10000000;0;0;0;10.071
DIVIDENDO PROV 0 $ 10,0764841464659;2018-11-08;2018-11-14;$;CFILVMXI-E;0;10000000;0;0;0;10.076
DIVIDENDO PROV US$ 0,0209271844968561;2018-11-08;2018-11-14;US$;CFIDECO-E;0;10000000;0;0;0;0.021
DIVIDENDO PROV US$ 4,069201;2018-11-06;2018-11-12;US$;CFIIMTPDI;0;1000000;0;0;0;4.069
DIVIDENDO US$ 0,39;2018-10-04;2018-11-09;US$;AXP;0;100000;0;0;0;0.39
DIVIDENDO PROV $ 122,957515917;2018-11-03;2018-11-09;$;CFILVCHI-U;0;1000000;0;0;0;122.958
DIVIDENDO PROV $ 125,853516209;2018-11-03;2018-11-09;$;CFILVCHI-I;0;1000000;0;0;0;125.854
DIVIDENDO PROV $ 90,311828377;2018-11-03;2018-11-09;$;CFILVCHI-Q;0;10000000;0;0;0;90.312
REPARTO CAPITAL $ 965,5257;2018-10-31;;;CFIWEG-1;0;0;0;0;0;0
DIVIDENDO PROV $ 5381,3718;2018-10-31;2018-11-08;$;CFIWEG-1;0;1000000;0;0;0;5381.372
DIVIDENDO $ 57,63453;2018-11-07;2018-11-08;$;CFMEASCCHI;0;10000000;0;0;0;57.635
DIVIDENDO PROV $ 0,5275086673653710;2018-10-31;2018-11-08;$;CFIBTGCYFA;0;359440000;0;0;0;0.528
DIVIDENDO PROV $ 0,5659624647559640;2018-10-31;2018-11-08;$;CFIBTGCYFI;0;500000000;0;0;0;0.566
DIVIDENDO DEF 78 $ 2;2018-10-31;2018-11-08;$;BESALCO;0;576172664;0;0;0;2
DIVIDENDO US$ 0,1768;2018-11-03;2018-11-07;US$;EMLC;0;50000;0;0;0;0.177
DIVIDENDO US$ 0,09139;2018-11-03;2018-11-07;US$;TIP;0;100000;0;0;0;0.091
DIVIDENDO US$ 0,145529;2018-11-03;2018-11-07;US$;SHY;0;100000;0;0;0;0.146
DIVIDENDO US$ 0,186392;2018-11-03;2018-11-07;US$;SHV;0;100000;0;0;0;0.186
DIVIDENDO US$ 0,0831;2018-11-03;2018-11-07;US$;EMAG;0;100000;0;0;0;0.083
DIVIDENDO US$ 0,415016;2018-11-03;2018-11-07;US$;HYG;0;100000;0;0;0;0.415
DIVIDENDO US$ 0,369332;2018-11-03;2018-11-07;US$;LQD;0;100000;0;0;0;0.369
DIVIDENDO US$ 0,228697;2018-11-03;2018-11-07;US$;SHYG;0;1000000;0;0;0;0.229
DIVIDENDO US$ 0,112938;2018-11-03;2018-11-07;US$;SLQD;0;1000000;0;0;0;0.113
DIVIDENDO  US$ 0,274697;2018-11-03;2018-11-07;US$;TLT;0;1000000;0;0;0;0.275
DIVIDENDO US$ 0,269883;2018-11-03;2018-11-07;US$;TLH;0;1000000;0;0;0;0.27
DIVIDENDO US$ 0,460949;2018-11-03;2018-11-07;US$;EMB;0;1000000;0;0;0;0.461
DIVIDENDO US$ 0,25634;2018-11-03;2018-11-07;US$;AGG;0;1000000;0;0;0;0.256
DIVIDENDO US$ 0,219353;2018-11-03;2018-11-07;US$;IEI;0;1000000;0;0;0;0.219
DIVIDENDO US$ 0,216136;2018-11-03;2018-11-07;US$;IEF;0;1000000;0;0;0;0.216
DIVIDENDO US$ 0,113792;2018-11-03;2018-11-07;US$;FLOT;0;1000000;0;0;0;0.114
DIVIDENDO PROV $ 892,1007832;2018-10-29;2018-11-06;$;CFIVCEIN-E;0;1000000;0;0;0;892.101
DIVIDENDO PROV US$ 19,106016;2018-10-29;2018-11-06;US$;CFIIMPE2-E;0;2500000;0;0;0;19.106
DIVIDENDO PROV EURO 12,02455;2018-10-29;2018-11-06;EURO;CFIIMTAP-E;0;3000000;0;0;0;12.025
DIVIDENDO PROV EURO 7,7814680801;2018-10-29;2018-11-06;EURO;CFICGPE3-E;0;5000000;0;0;0;7.781
DIVIDENDO PROV US$ 0,0137463188;2018-10-29;2018-11-06;US$;CFICGPEP-E;0;72927389;0;0;0;0.014
CANJE 1 PUCOBRE X 1 DE LAS SERIES A, C y D;2018-11-05;;;PUCOBRE;238934100;0;0;0;0;0
CANJE FUSION 0,7237 PUCOBRE X 1 PACIFICO;2018-11-05;;;PUCOBRE;238934100;0;0;0;0;0
REPARTO CAPITAL US$ 0,00457128;2018-10-27;;;CFIPASP7-E;0;0;0;0;0;0
DIVIDENDO US$ 0,5;2018-10-09;2018-11-05;US$;T;0;100000;0;0;0;0.5
DIVIDENDO US$ 0,6025;2018-10-09;2018-11-05;US$;VZ;0;100000;0;0;0;0.603
DIVIDENDO PROV 0 US$ 0,5;2018-10-23;2018-11-05;US$;CVS;0;100000;0;0;0;0.5
DIVIDENDO US$ 0,05;2018-10-12;2018-11-05;US$;FCX;0;100000;0;0;0;0.05
EMIS PAGO INF 1,92328034695977 X 1;2018-09-26;2018-11-03;;CFIMONPGNA;1000000;0;0;0;0;0
DIVIDENDO US$ 0,8;2018-10-04;2018-10-31;US$;JPM;0;100000;0;0;0;0.8
DIVIDENDO PROV $ 10,2410135058031;2018-10-25;2018-10-31;$;CFIAFESA;0;1000000;0;0;0;10.241
DIVIDENDO PROV $ 123;2018-10-25;2018-10-31;$;CFILVPARI1;0;5001040;0;0;0;123
DIVIDENDO US$ 0,19;2018-10-13;2018-10-30;US$;ORCL;0;100000;0;0;0;0.19
DIVIDENDO PROV US$ 1,66124888619144;2018-10-24;2018-10-30;US$;CFIMC11I-E;0;10000000;0;0;0;1.661
DIVIDENDO PROV US$ 1,66113614242561;2018-10-24;2018-10-30;US$;CFIMC11A-E;0;10000000;0;0;0;1.661
DIVIDENDO PROV US$ 1,6613046223834;2018-10-24;2018-10-30;US$;CFIMC11C-E;0;10000000;0;0;0;1.661
DIVIDENDO PROV $ 0,6105;2018-10-24;2018-10-30;$;CFITATOT-E;0;10000000;0;0;0;0.611
DIVID. ACC POR CADA 6 HOM UNA RESIDEO H.;2018-10-29;2018-10-29;;HON;0;0;0;0;0;0
DIVIDENDO US$ 0,007890664;2018-10-23;2018-10-29;US$;CFIPRUSA-E;0;1000000;0;0;0;0.008
DIVIDENDO PROV $ 395,87132;2018-10-23;2018-10-29;$;CFITOERI1A;0;10000000;0;0;0;395.871
DIVIDENDO PROV $ 399,00351;2018-10-23;2018-10-29;$;CFITOERI1I;0;10000000;0;0;0;399.004
DIVIDENDO PROV $ 398,64886;2018-10-23;2018-10-29;$;CFITOERI1C;0;10000000;0;0;0;398.649
DIVIDENDO PROV US$ 0,0246941;2018-10-23;2018-10-29;US$;CFIFALPA-E;0;10000000;0;0;0;0.025
DIVIDENDO PROV $ 201;2018-10-23;2018-10-29;$;OXIQUIM;0;24886705;0;0;0;201
CANJE 1 NUEVA X 2 ANTIGUA;2018-10-26;;;EMLC;150000;0;0;0;0;0
DIVIDENDO PROV EURO 0,002329498;2018-10-20;2018-10-26;EURO;CFIASIXD-E;0;10000000;0;0;0;0.002
DIVIDENDO PROV $ 490;2018-10-20;2018-10-26;$;CFIBTGRCA;0;10000000;0;0;0;490
DIVIDENDO PROV 80 $ 26,1;2018-10-20;2018-10-26;$;TRICAHUE;0;33392179;0;0;0;26.1
DIVIDENDO US$ 0,12;2018-09-14;2018-10-25;US$;GE;0;100000;0;0;0;0.12
DIVIDENDO PROV $ 0,1592;2018-10-19;2018-10-25;$;CFITODPI-E;0;10000000;0;0;0;0.159
DIVIDENDO PROV $ 0,148;2018-10-19;2018-10-25;$;CFITODPA-E;0;10000000;0;0;0;0.148
DIVIDENDO $ 672,25989;2018-10-24;2018-10-25;$;CFMEASCCHI;0;10000000;0;0;0;672.26
DIVIDENDO $ 0,17683205;2018-10-24;2018-10-25;$;CFMITNIPSA;0;38960000;0;0;0;0.177
DIVIDENDO $ 0,24198072;2018-10-24;2018-10-25;$;CFMITNIPSA;0;38960000;0;0;0;0.242
DIVIDENDO $ 0,73740179;2018-10-24;2018-10-25;$;CFMITNIPSA;0;38960000;0;0;0;0.737
DIVIDENDO $ 0,42286516;2018-10-24;2018-10-25;$;CFMITNIPSA;0;38960000;0;0;0;0.423
DIVIDENDO PROV 5 $ 12;2018-10-19;2018-10-25;$;GASCO;0;168000000;0;0;0;12
DIVIDENDO PROV 207 $ 21,5;2018-10-19;2018-10-25;$;ANDINA-A;0;473289368;0;0;0;21.5
DIVIDENDO PROV 207 $ 23,65;2018-10-19;2018-10-25;$;ANDINA-B;0;473289368;0;0;0;23.65
DIVIDENDO PROV US$ 0,024684096;2018-10-19;2018-10-25;$;ECL;0;1053309776;0;0;0;16.559
DIVIDENDO PROV 50 $ 1,9;2018-10-19;2018-10-25;$;SECURITY;0;3695000000;0;0;0;1.9
DIVIDENDO ADIC 50 $ 2,6;2018-10-19;2018-10-25;$;SECURITY;0;3695000000;0;0;0;2.6
REPARTO CAPITAL $ 1850;2018-10-18;;;CFITRIPT-E;10000000;0;10000000;27808.32;27808.32;0
DIVIDENDO US$ 0,33;2018-10-04;2018-10-24;US$;CSCO;0;100000;0;0;0;0.33
DIVIDENDO US$ 0,19;2018-10-02;2018-10-24;US$;CMCSA;0;200000;0;0;0;0.19
DIVIDENDO PROV $ 88,2733243402604;2018-10-18;2018-10-24;$;CFIDHS2-A;0;468499;0;0;0;88.273
DIVIDENDO DEF $ 96,2881470417593;2018-10-18;2018-10-24;$;CFIDHS1;0;2248647;0;0;0;96.288
DIVIDENDO PROV  $ 8,53718384428399;2018-10-18;2018-10-24;$;CFIADAG-A;0;10000000;0;0;0;8.537
DIVIDENDO DEF $ 0,0288207578934655;2018-10-18;2018-10-24;$;CFIADAGB-E;0;10000000;0;0;0;0.029
DIVIDENDO PROV $ 488;2018-10-18;2018-10-24;$;CFITRIPT-E;0;10000000;0;0;0;488
DIVIDENDO PROV US$ 0,014059;2018-10-18;2018-10-24;US$;CFISECOC-E;0;10000000;0;0;0;0.014
DIVIDENDO PROV  $ 111,337760224879;2018-10-18;2018-10-24;$;CFIBTGFGIA;0;10000000;0;0;0;111.338
DIVIDENDO PROV $ 111,541270806194;2018-10-18;2018-10-24;$;CFIBTGFGII;0;10000000;0;0;0;111.541
DIVIDENDO PROV $ 51,515070363369;2018-10-18;2018-10-24;$;CFIALHDB-E;0;10000000;0;0;0;51.515
DIVIDENDO PROV $ 51,2720395070637;2018-10-18;2018-10-24;$;CFIALHDA-E;0;10000000;0;0;0;51.272
DIVIDENDO PROV 90 $ 51,36;2018-10-18;2018-10-24;$;PEHUENCHE;0;612625641;0;0;0;51.36
EMIS PAGO 0,2073465293 X 1 $ 33,1054;2018-09-14;2018-10-23;;NUEVAPOLAR;2990163384;0;3610163384;36;35.5;33.105
CANJE 4  NUEVAS POR 1 ANTIGUA;2018-10-23;;;IWR;100000;0;0;0;0;0
DIVIDENDO PROV 254 $ 74;2018-10-12;2018-10-19;$;ELECMETAL;0;43800000;0;0;0;74
REPARTO CAPITAL $ 20423,31450644;2018-10-11;;;CFIOF5B-E;3000;0;3000;0;0;0
REPARTO CAPITAL $ 20423,31450644;2018-10-11;;;CFIOF5A-E;113500;0;113500;0;0;0
REPARTO CAPITAL 0 $ 21301,21697211;2018-10-11;;;CFIOF4A-E;122500;0;122500;0;0;0
REPARTO CAPITAL 0 $ 21301,21697211;2018-10-11;;;CFIOF4B-E;3000;0;3000;0;0;0
DIVIDENDO DEF $ 161062,76266932;2018-10-11;2018-10-18;$;CFIOF4B-E;0;3000;0;0;0;161062.763
DIVIDENDO PROV $ 461185,15865665;2018-10-11;2018-10-18;$;CFIOF5B-E;0;3000;0;0;0;461185.159
DIVIDENDO PROV $ 32701,61765665;2018-10-11;2018-10-18;$;CFIOF5A-E;0;113500;0;0;0;32701.618
DIVIDENDO DEF $ 19603,87266932;2018-10-11;2018-10-18;$;CFIOF4A-E;0;122500;0;0;0;19603.873
DIVIDENDO $ 135,00899;2018-10-17;2018-10-18;$;CFMEASCCHI;0;10000000;0;0;0;135.009
DIVIDENDO PROV 19 $ 50;2018-10-11;2018-10-18;$;ILC;0;100000000;0;0;0;50
REPARTO EQUIV. EN US$ A 6887462 CUOTAS;2018-10-10;;;CFIPCOF3-E;0;0;0;0;0;0
REPARTO EQUIV. EN US$ A 822666 CUOTAS;2018-10-10;;;CFIPICAP-E;0;0;0;0;0;0
DIVIDENDO PROV $ 0,37;2018-10-10;2018-10-17;$;CFITODPA-E;0;10000000;0;0;0;0.37
DIVIDENDO PROV $ 0,398;2018-10-10;2018-10-17;$;CFITODPI-E;0;10000000;0;0;0;0.398
DIVIDENDO PROV 8 $ 56;2018-10-10;2018-10-17;$;SIXTERRA;0;25000000;0;0;0;56
DIVIDENDO EVEN 7 $ 72;2018-10-10;2018-10-17;$;SIXTERRA;0;25000000;0;0;0;72
DIVIDENDO PROV 39 US$ 0,0006513;2018-10-10;2018-10-17;$;NAVIERA;0;6909829902;0;0;0;0.445
DIVIDENDO US$ 0,37;2018-09-27;2018-10-16;US$;USB;0;100000;0;0;0;0.37
DIVIDENDO PROV 220 $ 50;2018-10-09;2018-10-16;$;CRISTALES;0;64000000;0;0;0;50
DIVIDENDO PROV US$ 0,00963695;2018-10-09;2018-10-16;US$;CFIPICAP-E;0;400000000;0;0;0;0.01
DIVIDENDO PROV US$ 0,00645782;2018-10-09;2018-10-16;US$;CFIPCOF3-E;0;400000000;0;0;0;0.006
REPARTO CAPITAL US$ 0,7435;2018-10-06;;;CFIVCOIB-E;0;0;0;0;0;0
REPARTO CAPITAL US$ 0,7408;2018-10-06;;;CFIVCOIA-E;0;0;0;0;0;0
REPARTO CAPITAL US$ 0,7441;2018-10-06;;;CFIVCOIC-E;0;0;0;0;0;0
DIVIDENDO US$ 0,26;2018-09-27;2018-10-12;US$;MDLZ;0;100000;0;0;0;0.26
DIVIDENDO PROV 95 $ 7;2018-10-06;2018-10-12;$;UNESPA;0;20000000;0;0;0;7
DIVIDENDO PROV 93 $ 7;2018-10-06;2018-10-12;$;COVADONGA;0;23100000;0;0;0;7
DIVIDENDO PROV 94 $ 37;2018-10-06;2018-10-12;$;INVIESPA;0;23100000;0;0;0;37
REPARTO CAPITAL  $ 2857,418803;2018-10-04;;;CFIPINMOB2;304062;0;304062;0;0;0
DIVIDENDO US$ 0,8;2018-09-13;2018-10-10;US$;MO;0;100000;0;0;0;0.8
DIVIDENDO DEF $ 5463,175629;2018-10-04;2018-10-10;$;CFIPINMOB2;0;304062;0;0;0;5463.176
DIVIDENDO PROV US$ 0,02087351;2018-10-04;2018-10-10;US$;CFINRNCDOS;0;10000000;0;0;0;0.021
DIVIDENDO PROV 341 $ 140;2018-10-04;2018-10-10;$;MINERA;0;125000000;0;0;0;140
DIVIDENDO DEF US$ 10,24138518;2018-10-02;2018-10-08;US$;CFIMOPE3-E;0;1000000;0;0;0;10.241
DIVIDENDO PROV US$ 4,64418194577954;2018-10-02;2018-10-08;US$;CFIMOPE1-E;0;700000000;0;0;0;4.644
DIVIDENDO US$ 0,48;2018-09-14;2018-10-05;US$;MRK;0;100000;0;0;0;0.48
DIVIDENDO US$ 0,2345;2018-10-01;2018-10-05;US$;PPH;0;100000;0;0;0;0.235
DIVIDENDO US$ 0,10147;2018-10-01;2018-10-05;US$;TIP;0;100000;0;0;0;0.101
DIVIDENDO US$ 0,136928;2018-10-01;2018-10-05;US$;SHY;0;100000;0;0;0;0.137
DIVIDENDO US$ 0,181562;2018-10-01;2018-10-05;US$;SHV;0;100000;0;0;0;0.182
DIVIDENDO US$ 0,0843;2018-10-01;2018-10-05;US$;EMLC;0;100000;0;0;0;0.084
DIVIDENDO US$ 0,0802;2018-10-01;2018-10-05;US$;EMAG;0;100000;0;0;0;0.08
DIVIDENDO US$ 0,040706;2018-09-26;2018-10-05;US$;ITB;0;100000;0;0;0;0.041
DIVIDENDO US$ 0,389132;2018-10-01;2018-10-05;US$;HYG;0;100000;0;0;0;0.389
DIVIDENDO US$ 0,167853;2018-09-26;2018-10-05;US$;IYZ;0;100000;0;0;0;0.168
DIVIDENDO US$ 0,462289;2018-09-26;2018-10-05;US$;IYJ;0;100000;0;0;0;0.462
DIVIDENDO US$ 0,351955;2018-10-01;2018-10-05;US$;LQD;0;100000;0;0;0;0.352
DIVIDENDO US$ 0,37;2018-09-13;2018-10-05;US$;CPK;0;150000;0;0;0;0.37
DIVIDENDO US$ 0,217397;2018-10-01;2018-10-05;US$;SHYG;0;1000000;0;0;0;0.217
DIVIDENDO US$ 0,110447;2018-10-01;2018-10-05;US$;SLQD;0;1000000;0;0;0;0.11
DIVIDENDO US$ 0,250513;2018-10-01;2018-10-05;US$;TLH;0;1000000;0;0;0;0.251
DIVIDENDO US$ 0,260868;2018-10-01;2018-10-05;US$;TLT;0;1000000;0;0;0;0.261
