descrip_vc;fec_lim;fec_pago;moneda;nemo;num_acc_ant;num_acc_der;num_acc_nue;pre_ant_vc;pre_ex_vc;val_acc
DIVIDENDO US$ 0,253324;2018-09-26;2018-10-05;US$;USMV;0;1000000;0;0;0;0.253
DIVIDENDO US$ 0,264927;2018-09-26;2018-10-05;US$;MTUM;0;1000000;0;0;0;0.265
DIVIDENDO US$ 0,486505;2018-09-26;2018-10-05;US$;VLUE;0;1000000;0;0;0;0.487
DIVIDENDO US$ 0,251565;2018-10-01;2018-10-05;US$;AGG;0;1000000;0;0;0;0.252
DIVIDENDO US$ 0,449547;2018-10-01;2018-10-05;US$;EMB;0;1000000;0;0;0;0.45
DIVIDENDO US$ 0,175308;2018-09-26;2018-10-05;US$;IGE;0;1000000;0;0;0;0.175
DIVIDENDO US$ 0,204227;2018-10-01;2018-10-05;US$;IEF;0;1000000;0;0;0;0.204
DIVIDENDO US$ 0,209083;2018-10-01;2018-10-05;US$;IEI;0;1000000;0;0;0;0.209
DIVIDENDO US$ 0,11047;2018-10-01;2018-10-05;US$;FLOT;0;1000000;0;0;0;0.11
DIVIDENDO PROV 127 $ 10;2018-09-29;2018-10-05;$;HABITAT;0;1000000000;0;0;0;10
REPARTO CAPITAL $ 815,1891;2018-09-28;;;CFIWEG-1;0;0;0;0;0;0
DIVIDENDO PROV $ 4398,6451;2018-09-28;2018-10-04;$;CFIWEG-1;0;1000000;0;0;0;4398.645
DIVIDENDO PROV $ 0,5406006629197410;2018-09-28;2018-10-04;$;CFIBTGCYFA;0;359440000;0;0;0;0.541
DIVIDENDO PROV 19 $ 3,094333;2018-09-28;2018-10-04;$;HITES;0;377124663;0;0;0;3.094
DIVIDENDO PROV $ 0,5659624647559640;2018-09-28;2018-10-04;$;CFIBTGCYFI;0;500000000;0;0;0;0.566
DIVIDENDO PROV $ 0,06749;2018-09-28;2018-10-04;$;FEPASA;0;4713485125;0;0;0;0.067
DIVIDENDO US$ 0,1393;2018-09-11;2018-10-03;US$;HPQ;0;100000;0;0;0;0.139
REPARTO EQUIV EN PESOS A 906430 CUOTAS;2018-09-26;;;CFIPEKKR-E;0;0;0;0;0;0
REPARTO EQUIV. EN PESOS A 65794 CUOTAS;2018-09-26;;;CFIKKRN-E;0;0;0;0;0;0
DIVIDENDO US$ 0,99147;2018-09-26;2018-10-02;US$;IDU;0;100000;0;0;0;0.991
DIVIDENDO US$ 0,682821;2018-09-26;2018-10-02;US$;IVE;0;100000;0;0;0;0.683
DIVIDENDO US$ 1,277369;2018-09-26;2018-10-02;US$;IVV;0;100000;0;0;0;1.277
DIVIDENDO US$ 0,471452;2018-09-26;2018-10-02;US$;IVW;0;100000;0;0;0;0.471
DIVIDENDO US$ 1,226444;2018-09-26;2018-10-02;US$;IWR;0;100000;0;0;0;1.226
DIVIDENDO US$ 0,425602;2018-09-26;2018-10-02;US$;IWP;0;100000;0;0;0;0.426
DIVIDENDO US$ 0,48989;2018-09-26;2018-10-02;US$;IWN;0;100000;0;0;0;0.49
DIVIDENDO US$ 0,293101;2018-09-26;2018-10-02;US$;IWO;0;100000;0;0;0;0.293
DIVIDENDO US$ 0,450367;2018-09-26;2018-10-02;US$;IWM;0;100000;0;0;0;0.45
DIVIDENDO US$ 0,21635;2018-09-26;2018-10-02;US$;IWC;0;100000;0;0;0;0.216
DIVIDENDO US$ 0,739534;2018-09-26;2018-10-02;US$;IWB;0;100000;0;0;0;0.74
DIVIDENDO US$ 0,789627;2018-09-26;2018-10-02;US$;IWD;0;100000;0;0;0;0.79
DIVIDENDO US$ 0,435909;2018-09-26;2018-10-02;US$;IWF;0;100000;0;0;0;0.436
DIVIDENDO US$ 0,840945;2018-09-26;2018-10-02;US$;IYK;0;100000;0;0;0;0.841
DIVIDENDO US$ 0,515476;2018-09-26;2018-10-02;US$;IYF;0;100000;0;0;0;0.515
DIVIDENDO US$ 0,237394;2018-09-26;2018-10-02;US$;IYE;0;100000;0;0;0;0.237
DIVIDENDO US$ 0,431043;2018-09-26;2018-10-02;US$;IYC;0;100000;0;0;0;0.431
DIVIDENDO US$ 0,586873;2018-09-26;2018-10-02;US$;IWS;0;100000;0;0;0;0.587
DIVIDENDO US$ 0,765352;2018-09-26;2018-10-02;US$;IWV;0;100000;0;0;0;0.765
DIVIDENDO US$ 0,372572;2018-09-26;2018-10-02;US$;IYW;0;100000;0;0;0;0.373
DIVIDENDO US$ 0,346353;2018-09-26;2018-10-02;US$;IYM;0;100000;0;0;0;0.346
DIVIDENDO US$ 0,781998;2018-09-26;2018-10-02;US$;IYR;0;100000;0;0;0;0.782
DIVIDENDO US$ 0,563679;2018-09-26;2018-10-02;US$;OEF;0;1000000;0;0;0;0.564
DIVIDENDO US$ 0,368302;2018-09-26;2018-10-02;US$;QUAL;0;1000000;0;0;0;0.368
DIVIDENDO US$ 0,551675;2018-09-26;2018-10-02;US$;SIZE;0;1000000;0;0;0;0.552
DIVIDENDO US$ 0,859045;2018-09-26;2018-10-02;US$;DVY;0;1000000;0;0;0;0.859
DIVIDENDO US$ 0,227563;2018-09-26;2018-10-02;US$;DGRO;0;1000000;0;0;0;0.228
DIVIDENDO US$ 0,50403;2018-09-26;2018-10-02;US$;IYG;0;1000000;0;0;0;0.504
DIVIDENDO US$ 0,507073;2018-09-26;2018-10-02;US$;IYH;0;1000000;0;0;0;0.507
DIVIDENDO US$ 0,11917;2018-09-26;2018-10-02;US$;LRGF;0;1000000;0;0;0;0.119
DIVIDENDO US$ 0,316815;2018-09-26;2018-10-02;US$;IUSV;0;1000000;0;0;0;0.317
DIVIDENDO US$ 0,1812;2018-09-26;2018-10-02;US$;IUSG;0;1000000;0;0;0;0.181
DIVIDENDO US$ 0,297783;2018-09-26;2018-10-02;US$;ITOT;0;1000000;0;0;0;0.298
DIVIDENDO US$ 0,841905;2018-09-26;2018-10-02;US$;IJH;0;1000000;0;0;0;0.842
DIVIDENDO US$ 0,287312;2018-09-26;2018-10-02;US$;IJR;0;1000000;0;0;0;0.287
DIVIDENDO US$ 0,032374;2018-09-26;2018-10-02;US$;IBB;0;1000000;0;0;0;0.032
DIVIDENDO US$ 0,791106;2018-09-26;2018-10-02;US$;HDV;0;1000000;0;0;0;0.791
DIVID. ACC POR CADA 10 HOM UNA GARETT M.;2018-10-01;2018-10-01;;HON;0;0;0;0;0;0
DIVIDENDO US$ 0,2;2018-08-31;2018-10-01;US$;NKE;0;100000;0;0;0;0.2
DIVIDENDO US$ 0,69;2018-09-13;2018-10-01;US$;ADP;0;100000;0;0;0;0.69
DIVIDENDO US$ 0,39;2018-09-13;2018-10-01;US$;KO;0;100000;0;0;0;0.39
DIVIDENDO PROV US$ 0,0102357063;2018-09-25;2018-10-01;US$;CFIPE13A-E;0;1000000;0;0;0;0.01
DIVIDENDO PROV US$ 0,0115717901;2018-09-25;2018-10-01;US$;CFIPE13C-E;0;1000000;0;0;0;0.012
DIVIDENDO PROV US$ 0,0109926609;2018-09-25;2018-10-01;US$;CFIPE13B-E;0;1000000;0;0;0;0.011
DIVIDENDO PROV US$ 0,0071652497;2018-09-25;2018-10-01;US$;CFICGGI2-E;0;1000000;0;0;0;0.007
EMIS PAGO 3,862435 X 1 $ 16,0763;2018-08-25;2018-09-29;;SANTANA;2589040240;0;0;15.4;15.4;16.076
DIVIDENDO US$ 0,9275;2018-09-06;2018-09-28;US$;PEP;0;100000;0;0;0;0.928
DIVIDENDO US$ 0,8;2018-08-30;2018-09-28;US$;UNP;0;100000;0;0;0;0.8
DIVIDENDO US$ 0,77;2018-09-07;2018-09-28;US$;TRV;0;100000;0;0;0;0.77
DIVIDENDO US$ 0,32;2018-09-14;2018-09-28;US$;AIG;0;100000;0;0;0;0.32
DIVIDENDO US$ 0,15;2018-09-06;2018-09-28;US$;BAC;0;100000;0;0;0;0.15
DIVIDENDO PROV $ 122;2018-09-22;2018-09-28;$;CFILVPARI1;0;5003547;0;0;0;122
DIVIDENDO $ 101,73543;2018-09-27;2018-09-28;$;CFMEASCCHI;0;10000000;0;0;0;101.735
DIVIDENDO  $ 0,14189876;2018-09-27;2018-09-28;$;CFMITNIPSA;0;39760000;0;0;0;0.142
DIVIDENDO PROV 272 $ 3,5;2018-09-22;2018-09-28;$;CONCHATORO;0;747005982;0;0;0;3.5
DIVIDENDO US$ 0,14;2018-09-12;2018-09-27;US$;NEM;0;100000;0;0;0;0.14
DIVIDENDO US$ 0,57;2018-09-13;2018-09-27;US$;GILD;0;100000;0;0;0;0.57
DIVIDENDO PROV US$ 0,0097482752;2018-09-21;2018-09-27;US$;CFICPD2A-E;0;1000000;0;0;0;0.01
DIVIDENDO PROV US$ 0,009991521;2018-09-21;2018-09-27;US$;CFICPD2B-E;0;1000000;0;0;0;0.01
DIVIDENDO PROV US$ 1,6001299798;2018-09-21;2018-09-27;US$;CFICGPE5-E;0;3000000;0;0;0;1.6
DIVIDENDO PROV $ 0,5572;2018-09-21;2018-09-27;$;CFITODPI-E;0;10000000;0;0;0;0.557
DIVIDENDO PROV $ 0,518;2018-09-21;2018-09-27;$;CFITODPA-E;0;10000000;0;0;0;0.518
DIVIDENDO PROV $ 0,518;2018-09-21;2018-09-27;$;CFITATOT-E;0;10000000;0;0;0;0.518
DIVIDENDO PROV 107 $ 63;2018-09-21;2018-09-27;$;EDELMAG;0;13081284;0;0;0;63
DIVIDENDO PROV $ 175;2018-09-21;2018-09-27;$;CFINRENTAS;0;22791898;0;0;0;175
DIVIDENDO $ 1,40132042;2018-09-26;2018-09-27;$;CFMITNIPSA;0;39760000;0;0;0;1.401
DIVIDENDO PROV 116 $ 60;2018-09-21;2018-09-27;$;PASUR;0;125000000;0;0;0;60
DIVIDENDO PROV 268 $ 14;2018-09-21;2018-09-27;$;CMPC;0;2500000000;0;0;0;14
DIVIDENDO US$ 0,62;2018-09-04;2018-09-26;US$;QCOM;0;100000;0;0;0;0.62
DIVIDENDO US$ 0,18;2018-09-04;2018-09-26;US$;HAL;0;100000;0;0;0;0.18
DIVIDENDO PROV EURO 4,2444371346;2018-09-20;2018-09-26;EURO;CFICGPE3-E;0;5000000;0;0;0;4.244
DIVIDENDO PROV US$ 0,0255288778;2018-09-20;2018-09-26;US$;CFICGPEP-E;0;72927389;0;0;0;0.026
DIVIDENDO PROV $ 62;2018-09-20;2018-09-26;$;LIPIGAS;0;113574515;0;0;0;62
DIVIDENDO PROV 29 US$ 0,000062456;2018-09-20;2018-09-26;$;NORTEGRAN;0;105961665413;0;0;0;0.042
DIVIDENDO $ 76,98893;2018-09-21;2018-09-24;$;CFMEASCCHI;0;10000000;0;0;0;76.989
DIVIDENDO $ 85,64375;2018-09-21;2018-09-24;$;CFMEASCCHI;0;10000000;0;0;0;85.644
DIVIDENDO PROV $ 0,07810599;2018-09-21;2018-09-24;$;CFMITNIPSA;0;39360000;0;0;0;0.078
DIVIDENDO PROV 1 $ 7,79776098125487;2018-09-14;2018-09-24;$;TRICOT;0;428709497;0;0;0;7.798
DIVIDENDO PROV 13 US$ 0,000026496;2018-09-14;2018-09-24;$;NITRATOS;0;104641424191;0;0;0;0.018
DIVIDENDO PROV 34 US$ 0,000047844;2018-09-14;2018-09-24;$;ORO BLANCO;0;136927891634;0;0;0;0.032
DIVIDENDO PROV $ 79,6949718687361;2018-09-12;2018-09-21;$;CFIDHS2-A;0;468499;0;0;0;79.695
DIVIDENDO PROV $ 92,8844572201041;2018-09-12;2018-09-21;$;CFIDHS1;0;2248647;0;0;0;92.884
DIVIDENDO PROV $ 0,0642304180983415;2018-09-12;2018-09-21;$;CFIADAGB-E;0;10000000;0;0;0;0.064
DIVIDENDO PROV $ 5,20964497189347;2018-09-12;2018-09-21;$;CFIADAG-A;0;10000000;0;0;0;5.21
DIVIDENDO PROV $ 30,7799826367357;2018-09-12;2018-09-21;$;CFIALHDA-E;0;10000000;0;0;0;30.78
DIVIDENDO PROV $ 30,8897465518449;2018-09-12;2018-09-21;$;CFIALHDB-E;0;10000000;0;0;0;30.89
DIVIDENDO $ 0,07717678;2018-09-20;2018-09-21;$;CFMITNIPSA;0;38160000;0;0;0;0.077
DIVIDENDO PROV 143 $ 15;2018-09-12;2018-09-21;$;BOLSASTGO;0;48000000;0;0;0;15
DIVIDENDO PROV 53 US$ 0,005343;2018-09-12;2018-09-21;$;SK;0;1075000000;0;0;0;3.732
DIVIDENDO US$ 0,9;2018-09-06;2018-09-20;US$;UNH;0;100000;0;0;0;0.9
DIVIDENDO US$ 1,01;2018-08-31;2018-09-20;US$;MCD;0;100000;0;0;0;1.01
DIVIDENDO PROV US$ 0,57;2018-08-30;2018-09-14;US$;COST;0;100000;0;0;0;0.57
DIVIDENDO PROV 14 US$ 0,001774493;2018-09-08;2018-09-14;$;POTASIOS-B;0;120920716;0;0;0;1.198
DIVIDENDO PROV 1 $ 1,7;2018-09-08;2018-09-14;$;CIC;0;1181420348;0;0;0;1.7
DIVIDENDO PROV 14 US$ 0,001613175;2018-09-08;2018-09-14;$;POTASIOS-A;0;1815079505;0;0;0;1.09
DIVIDENDO US$ 0,42;2018-08-14;2018-09-13;US$;MSFT;0;100000;0;0;0;0.42
DIVIDENDO US$ 1,03;2018-08-29;2018-09-13;US$;HD;0;100000;0;0;0;1.03
DIVIDENDO PROV 43 US$ 0,004658596;2018-09-07;2018-09-13;$;CALICHERAB;0;120984558;0;0;0;3.146
DIVIDENDO PROV 88 US$ 0,003289;2018-09-07;2018-09-13;$;VENTANAS;0;1202879835;0;0;0;2.253
DIVIDENDO PROV 43 US$ 0,004235087;2018-09-07;2018-09-13;$;CALICHERAA;0;1815875619;0;0;0;2.86
REPARTO EQUIV EN US$ A 402599 CUOTAS;2018-09-06;;;CFIPICWP-E;0;0;0;0;0;0
REPARTO CAPITAL $ 1356,8522;2018-09-06;;;CFISECCFII;10000000;0;10000000;0;0;0
DIVIDENDO US$ 1,36;2018-08-23;2018-09-12;US$;MMM;0;100000;0;0;0;1.36
DIVIDENDO PROV 0 US$ 0,0183603;2018-09-06;2018-09-12;US$;CFIAMG2A-E;0;10000000;0;0;0;0.018
DIVIDENDO PROV 0 US$ 0,018594498;2018-09-06;2018-09-12;US$;CFIAMG2I-E;0;10000000;0;0;0;0.019
DIVIDENDO $ 2,14684465;2018-09-11;2018-09-12;$;CFMITNIPSA;0;36480000;0;0;0;2.147
DIVIDENDO PROV 313 $ 36;2018-09-06;2018-09-12;$;VOLCAN;0;75000000;0;0;0;36
DIVIDENDO PROV US$ 0,50864;2018-09-06;2018-09-12;$;SQM-B;0;120376972;0;0;0;343.525
DIVIDENDO PROV US$ 0,50864;2018-09-06;2018-09-12;$;SQM-A;0;142819552;0;0;0;343.525
REPARTO CAPITAL US$ 0,1674131181385680;2018-09-05;;;CFIVCOIC-E;0;0;0;0;0;0
REPARTO CAPITAL US$ 0,1668871539241310;2018-09-05;;;CFIVCOIA-E;0;0;0;0;0;0
REPARTO CAPITAL US$ 0,1673072220749470;2018-09-05;;;CFIVCOIB-E;0;0;0;0;0;0
DIVIDENDO US$ 0,9;2018-08-27;2018-09-11;US$;JNJ;0;100000;0;0;0;0.9
DIVIDENDO PROV US$ 0,0198858;2018-09-05;2018-09-11;US$;CFIPICWP-E;0;400000000;0;0;0;0.02
DIVIDENDO US$ 0,13121;2018-09-04;2018-09-10;US$;SHY;0;100000;0;0;0;0.131
DIVIDENDO US$ 0,173107;2018-09-04;2018-09-10;US$;SHV;0;100000;0;0;0;0.173
DIVIDENDO US$ 0,385683;2018-09-04;2018-09-10;US$;TIP;0;100000;0;0;0;0.386
DIVIDENDO US$ 0,64;2018-08-14;2018-09-10;US$;TGT;0;100000;0;0;0;0.64
DIVIDENDO US$ 0,7;2018-08-16;2018-09-10;US$;RTX;0;100000;0;0;0;0.7
DIVIDENDO US$ 0,05;2018-08-08;2018-09-10;US$;X;0;100000;0;0;0;0.05
DIVIDENDO US$ 0,82;2018-08-10;2018-09-10;US$;XOM;0;100000;0;0;0;0.82
DIVIDENDO US$ 1,12;2018-08-16;2018-09-10;US$;CVX;0;100000;0;0;0;1.12
DIVIDENDO US$ 0,0811;2018-09-04;2018-09-10;US$;EMAG;0;100000;0;0;0;0.081
DIVIDENDO US$ 0,0861;2018-09-04;2018-09-10;US$;EMLC;0;100000;0;0;0;0.086
DIVIDENDO US$ 0,347683;2018-09-04;2018-09-10;US$;LQD;0;100000;0;0;0;0.348
DIVIDENDO US$ 1,57;2018-08-09;2018-09-10;US$;IBM;0;100000;0;0;0;1.57
DIVIDENDO US$ 0,371392;2018-09-04;2018-09-10;US$;HYG;0;100000;0;0;0;0.371
DIVIDENDO US$ 0,272334;2018-09-04;2018-09-10;US$;TLT;0;1000000;0;0;0;0.272
DIVIDENDO US$ 0,257393;2018-09-04;2018-09-10;US$;TLH;0;1000000;0;0;0;0.257
DIVIDENDO US$ 0,226142;2018-09-04;2018-09-10;US$;SHYG;0;1000000;0;0;0;0.226
DIVIDENDO US$ 0,103892;2018-09-04;2018-09-10;US$;SLQD;0;1000000;0;0;0;0.104
DIVIDENDO US$ 0,435582;2018-09-04;2018-09-10;US$;EMB;0;1000000;0;0;0;0.436
DIVIDENDO US$ 0,232424;2018-09-04;2018-09-10;US$;AGG;0;1000000;0;0;0;0.232
DIVIDENDO PROV US$ 0,0059949032;2018-09-04;2018-09-10;US$;CFICPD2B-E;0;1000000;0;0;0;0.006
DIVIDENDO PROV US$ 0,0058499221;2018-09-04;2018-09-10;US$;CFICPD2A-E;0;1000000;0;0;0;0.006
DIVIDENDO US$ 0,205728;2018-09-04;2018-09-10;US$;IEF;0;1000000;0;0;0;0.206
DIVIDENDO US$ 0,203825;2018-09-04;2018-09-10;US$;IEI;0;1000000;0;0;0;0.204
DIVIDENDO US$ 0,113214;2018-09-04;2018-09-10;US$;FLOT;0;1000000;0;0;0;0.113
DIVIDENDO DEF 58 $ 21,7684;2018-09-04;2018-09-10;$;ZOFRI;0;220569255;0;0;0;21.768
DIVIDENDO US$ 1,71;2018-08-09;2018-09-07;US$;BA;0;100000;0;0;0;1.71
DIVIDENDO US$ 1,32;2018-08-16;2018-09-07;US$;AMGN;0;100000;0;0;0;1.32
DIVIDENDO US$ 0,745;2018-08-16;2018-09-07;US$;HON;0;100000;0;0;0;0.745
REPARTO CAPITAL $ 955,4382;2018-08-31;;;CFIWEG-1;0;0;0;0;0;0
DIVIDENDO PROV US$ 0,02410824;2018-08-31;2018-09-06;US$;CFIPHVD9-E;0;1000000;0;0;0;0.024
DIVIDENDO PROV US$ 0,0107113557;2018-08-31;2018-09-06;US$;CFICPE10-E;0;1000000;0;0;0;0.011
DIVIDENDO PROV $ 5502,4381;2018-08-31;2018-09-06;$;CFIWEG-1;0;1000000;0;0;0;5502.438
DIVIDENDO PROV $ 0,5406006629197410;2018-08-31;2018-09-06;$;CFIBTGCYFA;0;359440000;0;0;0;0.541
DIVIDENDO PROV US$ 0,00981386;2018-08-31;2018-09-06;US$;CFIPICAP-E;0;400000000;0;0;0;0.01
DIVIDENDO PROV $ 0,5659624647559640;2018-08-31;2018-09-06;$;CFIBTGCYFI;0;500000000;0;0;0;0.566
DIVIDENDO US$ 0,91;2018-08-17;2018-09-05;US$;UPS;0;100000;0;0;0;0.91
DIVIDENDO PROV US$ 3,664775;2018-08-30;2018-09-05;US$;CFIIMTPDI;0;1000000;0;0;0;3.665
DIVIDENDO PROV US$ 15,842883;2018-08-30;2018-09-05;US$;CFIIMTPES;0;2000000;0;0;0;15.843
DIVIDENDO PROV $ 1082,340374641950;2018-08-30;2018-09-05;$;CFICELDI1;0;2000000;0;0;0;1082.34
DIVIDENDO $ 28,38536;2018-09-04;2018-09-05;$;CFMEASCCHI;0;10000000;0;0;0;28.385
DIVIDENDO $ 0,02984507;2018-09-04;2018-09-05;$;CFMITNIPSA;0;37760000;0;0;0;0.03
DIVIDENDO PROV US$ 0,0051933069;2018-08-30;2018-09-05;US$;CFICGPE7-E;0;300000000;0;0;0;0.005
DIVIDENDO PROV 23 $ 0,76693;2018-08-30;2018-09-05;$;SONDA;0;871057175;0;0;0;0.767
DIVIDENDO US$ 0,34;2018-08-02;2018-09-04;US$;PFE;0;100000;0;0;0;0.34
DIVIDENDO US$ 0,52;2018-08-09;2018-09-04;US$;WMT;0;100000;0;0;0;0.52
DIVIDENDO PROV US$ 0,21;2018-08-16;2018-09-04;US$;V;0;400000;0;0;0;0.21
DIVIDENDO PROV US$ 0,9846953722;2018-08-29;2018-09-04;US$;CFICGPE5-E;0;3000000;0;0;0;0.985
DIVIDENDO PROV EURO 22,9907011456;2018-08-29;2018-09-04;EURO;CFICGPE3-E;0;5000000;0;0;0;22.991
DIVIDENDO PROV $ 3671,16082963233;2018-08-28;2018-09-03;$;CFIREMERGE;0;2174305;0;0;0;3671.161
CAN. FU. 13,545733 SCOTIABKCL X 1 BBVACL;2018-09-01;;;SCOTIABKCL;5147416079;0;10752938766;0;0;0
DIVIDENDO US$ 0,43;2018-08-09;2018-09-01;US$;WFC;0;100000;0;0;0;0.43
DIVIDENDO US$ 0,3;2018-08-06;2018-09-01;US$;INTC;0;100000;0;0;0;0.3
DIVIDENDO PROV $ 122;2018-08-25;2018-08-31;$;CFILVPARI1;0;3074297;0;0;0;122
DIVIDENDO PROV $ 603,88360912423;2018-08-24;2018-08-30;$;CFIADI6I-E;0;10000000;0;0;0;603.884
DIVIDENDO PROV $ 601,19596928509;2018-08-24;2018-08-30;$;CFIADI6A-E;0;10000000;0;0;0;601.196
DIVIDENDO DEF 0 $ 0,555;2018-08-24;2018-08-30;$;CFITATOT-E;0;10000000;0;0;0;0.555
DIVIDENDO PROV 0 $ 0,555;2018-08-24;2018-08-30;$;CFITODPA-E;0;10000000;0;0;0;0.555
DIVIDENDO PROV 0 $ 0,597;2018-08-24;2018-08-30;$;CFITODPI-E;0;10000000;0;0;0;0.597
DIVIDENDO $ 0,48968215;2018-08-29;2018-08-30;$;CFMITNIPSA;0;37200000;0;0;0;0.49
DIVIDENDO PROV US$ 0,0098187992;2018-08-24;2018-08-30;US$;CFICGPEP-E;0;72927389;0;0;0;0.01
DIVIDENDO PROV 105 US$ 0,074117073;2018-08-24;2018-08-30;$;ENAEX;0;123000000;0;0;0;49.331
DIVIDENDO ADIC 206 $ 23,65;2018-08-24;2018-08-30;$;ANDINA-B;0;473289368;0;0;0;23.65
DIVIDENDO ADIC 206 $ 21,5;2018-08-24;2018-08-30;$;ANDINA-A;0;473289368;0;0;0;21.5
REPARTO CAPITAL US$ 6,345217;2018-08-23;;;CFITACPI-E;10000000;0;10000000;64484;64484;0
DIVIDENDO PROV US$ 0,474565;2018-08-23;2018-08-29;US$;CFITACPI-E;0;10000000;0;0;0;0.475
DIVIDENDO DEF $ 269,182;2018-08-23;2018-08-29;$;BBVACL;0;393422027;0;0;0;269.182
DIVIDENDO DEF $ 14,4267667139;2018-08-23;2018-08-29;$;SCOTIABKCL;0;5147416079;0;0;0;14.427
DIVIDENDO PROV US$ 0,0269903;2018-08-22;2018-08-28;US$;CFIFALPA-E;0;10000000;0;0;0;0.027
DIVIDENDO PROV 112 $ 45;2018-08-22;2018-08-28;$;ESPANOLA;0;30775276;0;0;0;45
REPARTO EQUIV EN  US$ A 592879 CUOTAS;2018-08-21;;;CFIPICWP-E;0;0;0;0;0;0
DIVIDENDO PROV $ 7,82375964992415;2018-08-21;2018-08-27;$;CFIADAG-A;0;10000000;0;0;0;7.824
DIVIDENDO PROV $ 0,042987357048669;2018-08-21;2018-08-27;$;CFIADAGB-E;0;10000000;0;0;0;0.043
DIVIDENDO US$ 0,06;2018-08-02;2018-08-25;US$;HWM;0;33333;0;0;0;0.06
DIVIDENDO US$ 0,45;2018-08-03;2018-08-24;US$;C;0;100000;0;0;0;0.45
DIVIDENDO US$ 0,36;2018-08-08;2018-08-24;US$;SBUX;0;200000;0;0;0;0.36
REPARTO CAPITAL US$ 0,4469952189226490;2018-08-17;;;CFIVIE1C-E;0;0;0;0;0;0
REPARTO CAPITAL US$ 0,4442755227679730;2018-08-17;;;CFIVIE1B-E;0;0;0;0;0;0
REPARTO CAPITAL US$ 0,4268846009639680;2018-08-17;;;CFIVIE1A-E;0;0;0;0;0;0
DIVIDENDO US$ 0,125;2018-08-01;2018-08-23;US$;BTU;0;6667;0;0;0;0.125
DIVIDENDO PROV 0 $ 93,3993036170406;2018-08-17;2018-08-23;$;CFIDHS2-A;0;468499;0;0;0;93.399
DIVIDENDO PROV $ 109,098865656031;2018-08-17;2018-08-23;$;CFIDHS1;0;2248647;0;0;0;109.099
DIVIDENDO PROV US$ 0,0197161771072013;2018-08-17;2018-08-23;US$;CFIDECO-E;0;10000000;0;0;0;0.02
DIVIDENDO PROV $ 56,3063387322536;2018-08-17;2018-08-23;$;CFIALHDB-E;0;10000000;0;0;0;56.306
DIVIDENDO PROV $ 56,1999575184223;2018-08-17;2018-08-23;$;CFIALHDA-E;0;10000000;0;0;0;56.2
DIVIDENDO PROV 4 $ 12;2018-08-17;2018-08-23;$;GASCO;0;168000000;0;0;0;12
DIVIDENDO PROV 0 EURO 0,0170501;2018-08-16;2018-08-22;EURO;CFIPEQT7-E;0;1000000;0;0;0;0.017
DIVIDENDO PROV $ 326;2018-08-16;2018-08-22;$;CFIRESURA1;0;2000000;0;0;0;326
DIVIDENDO PROV $ 275,67896722;2018-08-16;2018-08-22;$;CFILVPARI1;0;3074297;0;0;0;275.679
DIVIDENDO PROV 116 $ 5;2018-08-16;2018-08-22;$;CEMENTOS;0;264221000;0;0;0;5
DIVIDENDO US$ 0,86;2018-07-19;2018-08-20;US$;CAT;0;100000;0;0;0;0.86
DIVIDENDO PROV US$ 0,3998657757;2018-08-13;2018-08-20;US$;CFINHCIP-E;0;300000000;0;0;0;0.4
DIVIDENDO PROV EURO 0,0336004111;2018-08-13;2018-08-20;EURO;CFINHCVC-E;0;700000000;0;0;0;0.034
EMIS PAGO INF 0,061751409 X 1 $ 813;2018-07-12;2018-08-17;;CVA;1459852077;0;0;0;0;813
CANJE FUSION 0,4031 CGE POR 1  EMELARI;2018-08-17;;;CGE;2025507814;0;0;0;0;0
CANJE FUSION 0,8065 CGE POR 1  ELIQSA;2018-08-17;;;CGE;2025507814;0;0;0;0;0
CANJE FUSION 0,7387 CGE POR 1  ELECDA;2018-08-17;;;CGE;2025507814;0;0;0;0;0
DIVIDENDO PROV US$ 4,1243916522;2018-08-10;2018-08-17;US$;CFICGPE5-E;0;3000000;0;0;0;4.124
REPARTO EQUIV EN US$ A 111589 CUOTAS;2018-08-09;;;CFIPTPG7-E;0;0;0;0;0;0
DIVIDENDO PROV US$ 0,7172;2018-07-19;2018-08-16;US$;PG;0;100000;0;0;0;0.717
DIVIDENDO PROV US$ 0,3;2018-07-30;2018-08-16;US$;MS;0;100000;0;0;0;0.3
DIVIDENDO US$ 0,73;2018-08-10;2018-08-16;US$;AAPL;0;700000;0;0;0;0.73
DIVIDENDO US$ 0,62;2018-07-30;2018-08-13;US$;TXN;0;100000;0;0;0;0.62
REPARTO CAPITAL US$ 0,0273635765;2018-08-04;;;CFIPD7BP-E;0;0;0;0;0;0
REPARTO CAPITAL US$ 0,0278437195;2018-08-04;;;CFIPD7I-E;0;0;0;0;0;0
DIVIDENDO PROV 0 US$ 0,35;2018-07-05;2018-08-10;US$;AXP;0;100000;0;0;0;0.35
DIVIDENDO PROV $ 57,99893;2018-08-08;2018-08-09;$;CFMEASCCHI;0;10000000;0;0;0;57.999
DIVIDENDO $ 0,03647838;2018-08-08;2018-08-09;$;CFMITNIPSA;0;34240000;0;0;0;0.036
DIVIDENDO DEF 77 $ 2;2018-08-03;2018-08-09;$;BESALCO;0;576172664;0;0;0;2
REPARTO EQUIV. EN PESOS A 43311 CUOTAS;2018-08-01;;;CFICELDI2;0;0;0;0;0;0
